rank,score,tier,id,uuid,title,product_use,categories,spatial_type,resolution,temporal_start,temporal_end,update_frequency,license,publisher,publication_date,popularity,keywords,bbox_west,bbox_south,bbox_east,bbox_north,overlaps_nepal,landing_page,reasons
261,103,high,16084,23ca35a2-f414-4db1-83ca-4249112bad28,Rock glacier mapped by a second person in Hindu Kush Himalayas (M2 mapping).,snowline / glacier context,cryosphere,Vector,,2000-04-10t11:15:00.000z,2013-12-05t12:15:00.000z,As needed,Copyright,ICIMOD,2014-07-25,14463,Rock Glacier; Permafrost; Cryosphere; Glacier; Hindu Kush Himalayan Region; HKH; Geoscientific information,60.853848000000006,15.957799999999999,105.04463000000001,39.31861000000001,true,https://rds.icimod.org/Home/DataDetail?metadataId=16084,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years); High portal popularity
262,102,high,20829,ee43fa04-56c8-4f52-904d-2bfeee6d802f,Glaciers of Nepal 2001,snowline / glacier context,cryosphere; remote_sensing,Vector,50000,1957-12-29t18:30:00.000z,1980-12-29t18:30:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2001-01-08,19570,Glacier; Himalaya; Mahakali; Gandaki; Nepal; Koshi; Karnali; HKH; Geoscientific information,88.0556,30.4073,80.1742,26.3389,true,https://rds.icimod.org/Home/DataDetail?metadataId=20829,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Long temporal baseline (≥10 years); Open license (CC BY); High portal popularity
263,102,high,22324,22bc7d48-3ad6-488d-ba2b-97fd4aa976c9,Poverty and Vulnerability Assessment (PVA) household level data of Koshi sub-basin in Nepal.,real-time weather / forecast,weather_climate; cryosphere; hydrology,"Text, table",,2010-12-31t23:15:00.000z,2012-12-30t23:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-07-29,6857,Livelihood; Climate Change; Income; Expenditure; Agriculture; Livestock; Ecosystem Services; Governance; Gender; Mountain Poverty; Vulnerability; Socio-economic; Nepal; Koshi; Geoscientific information,80.0522,26.36836,88.19456,30.42472,true,https://rds.icimod.org/Home/DataDetail?metadataId=22324,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
264,102,high,9868,88d67334-cea6-474d-9241-5a4223173d6a,Meteorological Station of Koshi Basin,real-time weather / forecast,weather_climate; hydrology,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2013-06-13T14:54:00,5129,Meteorological Stations; Climate; Basin; Koshi Basin; Nepal; India; China; Location,85.0238,25.3334,88.9502,29.1382,true,https://rds.icimod.org/Home/DataDetail?metadataId=9868,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
265,101,high,3634,33580f46-5066-4dae-901c-4626c68419db,Mean Precipitation of September for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1208,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=3634,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
266,101,high,29229,6d88d328-e207-4320-8c85-18fbddcb2b77,"Regional Climate Model(RCM) average delta change values for the four selected GCMS for RCP 8.5, from 2008 to 2050, resolution 25x25 km",real-time weather / forecast,weather_climate,,25000,2007-12-31t18:15:00.000z,2050-12-30t18:15:00.000z,As needed,,ICIMOD,2014-06-01,5081,Climate Change; Precipitation; RCM; 4.5; 8.5; Minimum Temperature; Maximum Temperature; Average Temperature; Precipitation; HICAP; Indus; Brahmaputra; Ganges; Upper Mekong; Upper Salwen; Climatology; meteorology; atmosphere,67,27,100,40,true,https://rds.icimod.org/Home/DataDetail?metadataId=29229,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020); Long temporal baseline (≥10 years)
267,101,high,22295,eb9dc6cf-24b4-43a7-9374-28903301e705,Average Delta change of temperature and precipitation from CMIP5 database.,real-time weather / forecast,weather_climate,Grid,,1997-12-31t23:15:00.000z,2007-12-30t23:15:00.000z,,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-07-14,4730,HICAP; Climate Change; Tmax; Tmin; Precipitation; Delta Change; 8.5; 4.5; Indus; Brahmaputra; Ganges; Upper Salween; Upper Mekong; Climatology; meteorology; atmosphere,66.16028,21.52131,98.740484,37.08614,true,https://rds.icimod.org/Home/DataDetail?metadataId=22295,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years); Open license (CC BY)
268,101,high,29231,0172c75c-ab0d-4128-ae53-f9aedc3b827d,"Regional Climate Model(RCM) average delta change values for the four selected GCMS for RCP 4.5, from 2008 to 2050, resolution 25x25 km",real-time weather / forecast,weather_climate,,25000,2007-12-31t18:15:00.000z,2050-12-30t18:15:00.000z,As needed,,ICIMOD,2014-06-01,1485,Climate Change; Maximum Temperature; RCM; 4.5; 8.5; Minimum Temperature; Average Temperature; Maximum Temperature; Precipitation; Indus; Brahmaputra; Ganges; Upper Mekong; Upper Salween; Climatology; meteorology; atmosphere,67,27,100,40,true,https://rds.icimod.org/Home/DataDetail?metadataId=29231,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020); Long temporal baseline (≥10 years)
269,101,high,3564,bdce5be6-056b-484d-800d-9d3c4dae9213,Mean Precipitation of November for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1428,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=3564,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
270,101,high,8721,5e53e877-bb38-4cf3-864b-6f47b77ebd2e,Digital Elevation Model for Gokyo Nepal,terrain / base map,terrain_landcover,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-07-15T11:00:00,5527,Digital Elevation Model; Topography; Digital Terrain Model; Nepal; Elevation,86.36,27.56,86.44,28.4,true,https://rds.icimod.org/Home/DataDetail?metadataId=8721,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
271,101,high,2818,8e4a493b-cf66-4625-b50d-7a59c13ee34d,Mean Precipitation of December for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1359,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=2818,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
272,101,high,1190,cfa00b6b-b73f-41c6-8f26-6cfd3b3731ce,Mean Precipitation of January for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-20,1117,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region.; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=1190,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
273,101,high,1171,eeecb124-e6d3-4517-bef0-514b293791cd,Mean Precipitation of June for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,,1398,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=1171,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
274,101,high,1299,127259da-5818-4e01-aa4b-ec9ef4be899b,Mean Precipitation of March for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2008-08-03T14:47:00,1862,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=1299,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
275,101,high,3347,2a299a62-5ea0-46fb-89d5-c26934bc6c63,Mean Precipitation of February for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2008-08-03T14:44:00,1332,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=3347,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
276,101,high,3477,5b3bc1d4-45ba-46df-8f01-1fc27f32144e,Mean Precipitation of April for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1631,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=3477,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
277,101,high,2169,ad74e849-490c-4a04-9b9d-c6ddc61261ca,Mean Precipitation of May for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2008-08-03T15:46:00,1161,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=2169,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
278,101,high,1629,f7ae5b49-abfd-4f03-9475-6dd6b6297582,Annual Mean Precipitation for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1568,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=1629,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
279,101,high,2346,a2c9b081-fdcc-499d-a4a4-0b65ae509c43,Mean Precipitation of July for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2008-08-03T15:43:00,1401,Mean Precipitation; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=2346,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
280,100,high,3462,ed677e2e-adf4-4845-bf32-71b19fab02c2,Mean Temperature of February for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2008-08-03T15:56:00,1563,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=3462,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
281,100,high,844,15f83b3c-52c0-44d3-8264-451ba0a0be4d,Mean Temperature of September for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1440,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=844,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
282,100,high,1699,1780ef9d-8f50-47d2-8c86-d4253c481448,Mean Temperature of August for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2008-08-03T15:32:00,1595,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=1699,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
283,100,high,454,453a3b2b-a1fb-492b-8b99-5678d1d9ab98,Mean Temperature of November for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1553,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=454,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
284,100,high,3725,11c7bbc9-ad47-4f58-9c6b-bf7b01b61bdf,Mean Temperature of October for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1699,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=3725,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
285,100,high,1181,cb9df381-d83a-4f9c-8065-04b09d4e80e3,Mean Temperature of January for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2008-08-03T15:11:00,1559,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=1181,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
286,100,high,7,5a57b964-9e09-45fd-926e-788664030aef,Mean Temperature of December for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2008-08-03T14:22:00,1806,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=7,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
287,100,high,331,84750f8f-895b-4d6c-af72-46eee9026022,Mean Temperature of March for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1634,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=331,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
288,100,high,461,28621162-a965-4868-85a0-a37f9ac2ad20,Mean Temperature of July for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-21,1564,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=461,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
289,100,high,1873,31541eb3-15bd-438d-8049-fc85cf57e09a,Mean Temperature of April for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1273,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=1873,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
290,100,high,468,68d8fe37-9fad-4b24-96c5-f19aacff26d8,Mean Temperature of June for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1218,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=468,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
291,100,high,2993,369221f6-04fd-48ba-838b-d834207871a1,Mean Temperature of May for Hindu Kush Himalayan (HKH) Region,real-time weather / forecast,weather_climate,Grid,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2007-09-24,1572,Mean Temperature; Climate; HKH Region; Hindu Kush Himalayan Region; Climatology; meteorology; atmosphere,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=2993,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020)
292,100,high,19590,8b3a6898-1645-44a3-9a21-0e55c5ddd0ab,Land cover of Nepal 2000,terrain / base map,terrain_landcover; remote_sensing,,30 m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2014-10-31,5609,Land cover; Land use; servircat; icimod-servir; Nepal; Geoscientific information,80.0522,26.36836,88.19456,30.42472,true,https://rds.icimod.org/Home/DataDetail?metadataId=19590,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
293,100,high,20553,e60a9cb4-3ee1-47b1-aff8-7e8378a55d6d,Land cover of Koshi Basin 2010,flood / water context,hydrology; terrain_landcover; remote_sensing,,30 m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,Not planned,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-03-16,8407,Land cover; Land use; Basin; Nepal; Koshi; Geoscientific information,84.9956,25.3208,88.9677,29.1398,true,https://rds.icimod.org/Home/DataDetail?metadataId=20553,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
294,99,high,23574,a5846a23-df32-4e0d-a9d0-35616c641f8c,Digital Elevation Model of the Kangchenjunga Landscape,terrain / base map,terrain_landcover,Grid,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-10-12,2303,Digital Elevation Model; Ecosystems; Landscape; Biodiversity; Kangchenjunga Landscape; Bhutan; India; Nepal; Economy,87.50316,26.33353,90.04066,28.13953,true,https://rds.icimod.org/Home/DataDetail?metadataId=23574,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
295,98,high,33804,51640abb-b683-42b2-82da-5a3fbbea48d9,"Flood data of Nepal on Aug 21, 2017",route hazard / safety,hazard; hydrology; route_context; remote_sensing,,30 m,2017-08-20t18:15:00.000z,2017-08-20t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2017-08-21,3088,Flood2017; Sentinel-1; River; Water area; Nepal; Terai; Koshi; Geoscientific information,85.1128,26.249,87.7436,27.3586,true,https://rds.icimod.org/Home/DataDetail?metadataId=33804,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
296,98,high,33614,8d97f509-a256-4e80-bf39-223b534a73fa,"Flood data of Nepal on Aug 11, 2017",route hazard / safety,hazard; hydrology; route_context; remote_sensing,,30 m,2017-08-10t18:15:00.000z,2017-08-10t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2017-08-11,3095,Flood2017; Sentinel-1; River; Water area; Nepal; Terai; Koshi; Geoscientific information,85.1128,26.249,87.7436,27.3586,true,https://rds.icimod.org/Home/DataDetail?metadataId=33614,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
297,98,high,33616,5630a845-f20d-4731-8ed1-25cdd254715a,"Flood data of Nepal on Aug 13, 2017",route hazard / safety,hazard; hydrology; route_context; remote_sensing,,30 m,2017-08-12t18:15:00.000z,2017-08-12t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2017-08-13,2346,Flood2017; Sentinel-1; River; Water area; Nepal; Terai; Koshi; Geoscientific information,82.19106,25.7472,85.0451,27.6727,true,https://rds.icimod.org/Home/DataDetail?metadataId=33616,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
298,98,high,23018,a83f1889-c001-46e0-9002-defa46aaf2e9,"Forest cover of Sarlahi, Nepal for 2013",satellite validation,remote_sensing,Grid,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | Users are permitted to copy, use, adapt, and redistribute S","ICIMOD, SERVIR Himalaya",2013-11-30,41786,Forest loss; forest hotspots; servircat; icimod-servir; geo-biodiversity; Sarlahi; Nepal; Geoscientific information,85.321825,26.741569,85.815792,27.195414,true,https://rds.icimod.org/Home/DataDetail?metadataId=23018,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
299,98,high,33640,0eb94a24-5ecd-4040-9118-3c4b52c38354,"Flood data of Bangladesh on Aug 15, 2017",route hazard / safety,hazard; hydrology; route_context; remote_sensing,,30 m,2017-08-14t18:15:00.000z,2017-08-14t18:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2017-08-15,2954,Flood2017; Sentinel-1; River; Water area; Bangladesh; Jamuna; Padma; Nepal; Koshi; Geoscientific information,86.2495,24.8567,89.3376,28.3043,true,https://rds.icimod.org/Home/DataDetail?metadataId=33640,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
300,98,high,36005,0c5e92e9-f67d-4bd9-87ee-31548e4639e2,Soil loss in Nepal 2000,route hazard / safety,hazard; hydrology; terrain_landcover; remote_sensing,Grid,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The SERVIR Project, NASA, USAID and ICIMOD make no express or implied warranty of this data as to the merchantability or",ICIMOD,2019-06-26,5657,Soil Erosion; Soil Loss; Landsat; Rulse; icimod-servir; servircat; Nepal; HKH; Geoscientific information,79.98869,26.326993,88.335946,30.467731,true,https://rds.icimod.org/Home/DataDetail?metadataId=36005,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
301,98,high,36006,c81fd7cd-011e-4179-80b7-d048545e93a5,Soil loss in Nepal 2010,route hazard / safety,hazard; hydrology; terrain_landcover; remote_sensing,Grid,100000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The SERVIR Project, NASA, USAID and ICIMOD make no express or implied warranty of this data as to the merchantability or",ICIMOD,2019-06-26,4326,Soil Erosion; Soil Loss; Landsat; Rulse; icimod-servir; servircat; Nepal; HKH; Geoscientific information,79.98869,26.326993,88.335946,30.467731,true,https://rds.icimod.org/Home/DataDetail?metadataId=36006,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
302,97,high,17457,3d1d0917-ff0f-4019-8b92-10f5d449aa2d,"Hydrological Data of HYCOS Precipitation Station at Lalon Shah Bridge, Bangladesh.",real-time weather / forecast,weather_climate; hazard,,,2011-01-17t02:45:00.000z,2013-01-31t06:00:00.000z,As needed,,ICIMOD,2014-10-29,1444,HYCOS; Flood; Rainfall; Water Level; Hydrological; Precipitation; Bangladesh; Lalol Shah Bridge; Climatology; meteorology; atmosphere,89.022788888889,24.06351,89.02279,24.06351,false,https://rds.icimod.org/Home/DataDetail?metadataId=17457,Spatial extent overlaps HKH region
303,97,high,26082,17e982f2-4dfd-4876-98cc-d15848255bbb,Impacts of decadal winter season evapotranspiration on forest ecosystems in Chitwan Annapurna Landscape (CHAL),real-time weather / forecast,weather_climate,Vector,,2014-10-14t18:15:00.000z,2015-08-09t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ",ICIMOD,2015-08-14,40751,Climate Change Vulnerability; Sensitivity; Evapotranspiration; servircat; icimod-servir; geo-biodiversity; Chitwan Annapurna Landscape; Nepal; Geoscientific information,82.8785,27.346,85.8001,29.3312,true,https://rds.icimod.org/Home/DataDetail?metadataId=26082,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
